# TOPAS Version: 3.9
# Parameter File: Fig_6_8_scorers.txt
# Results for scorer: DosePrimary
# Filtered by: OnlyIncludeParticlesOfGeneration = "Primary"
# Filtered by: OnlyIncludeParticlesNamed = 1 "e-"
# Scored in component: Phantom
# X in 1 bin  of 30 cm
# Y in 1 bin  of 30 cm
# Z in 1500 bins of 0.01 cm
# DoseToWater ( Gy ) : Sum   
0, 0, 0, 1.257778603491744e-10
0, 0, 1, 1.258781828772371e-10
0, 0, 2, 1.289281320593361e-10
0, 0, 3, 1.311248054580716e-10
0, 0, 4, 1.335103971822349e-10
0, 0, 5, 1.3838971635316e-10
0, 0, 6, 1.325592413614629e-10
0, 0, 7, 1.262179943894992e-10
0, 0, 8, 1.21639726069489e-10
0, 0, 9, 1.189421477976182e-10
0, 0, 10, 1.237729224667916e-10
0, 0, 11, 1.209638639254607e-10
0, 0, 12, 1.220733097939686e-10
0, 0, 13, 1.316542569407275e-10
0, 0, 14, 1.369393487493653e-10
0, 0, 15, 1.281942468844832e-10
0, 0, 16, 1.298914864555911e-10
0, 0, 17, 1.335412058711682e-10
0, 0, 18, 1.323311599188415e-10
0, 0, 19, 1.291427659255717e-10
0, 0, 20, 1.385977443923991e-10
0, 0, 21, 1.284842093829397e-10
0, 0, 22, 1.215038208934871e-10
0, 0, 23, 1.19150633803855e-10
0, 0, 24, 1.196244214796138e-10
0, 0, 25, 1.195017834687562e-10
0, 0, 26, 1.198769000732014e-10
0, 0, 27, 1.216132750059273e-10
0, 0, 28, 1.399561994075427e-10
0, 0, 29, 1.284154588221398e-10
0, 0, 30, 1.237354108063471e-10
0, 0, 31, 1.232788038318944e-10
0, 0, 32, 1.254303189091033e-10
0, 0, 33, 1.223250944981658e-10
0, 0, 34, 1.291916157386552e-10
0, 0, 35, 1.340410421546423e-10
0, 0, 36, 1.30526367492223e-10
0, 0, 37, 1.252616343982993e-10
0, 0, 38, 1.191459708671516e-10
0, 0, 39, 1.185173903461845e-10
0, 0, 40, 1.214643940983251e-10
0, 0, 41, 1.205092831080279e-10
0, 0, 42, 1.258951970450894e-10
0, 0, 43, 1.277895150808561e-10
0, 0, 44, 1.307985941778611e-10
0, 0, 45, 1.21439774902754e-10
0, 0, 46, 1.201310301235381e-10
0, 0, 47, 1.174762648270544e-10
0, 0, 48, 1.220759326958643e-10
0, 0, 49, 1.190221809999059e-10
0, 0, 50, 1.230886365055639e-10
0, 0, 51, 1.374695218769872e-10
0, 0, 52, 1.171518854148346e-10
0, 0, 53, 1.168830449094216e-10
0, 0, 54, 1.20706916684199e-10
0, 0, 55, 1.219240264305199e-10
0, 0, 56, 1.248030706557657e-10
0, 0, 57, 1.200175098192702e-10
0, 0, 58, 1.206625493965774e-10
0, 0, 59, 1.169506158582578e-10
0, 0, 60, 1.16856871401616e-10
0, 0, 61, 1.22463719720578e-10
0, 0, 62, 1.160717980064341e-10
0, 0, 63, 1.180502362529978e-10
0, 0, 64, 1.200864963024628e-10
0, 0, 65, 1.196225618560476e-10
0, 0, 66, 1.206355432215034e-10
0, 0, 67, 1.181389153170898e-10
0, 0, 68, 1.19614151916636e-10
0, 0, 69, 1.139072933198371e-10
0, 0, 70, 1.150241846215039e-10
0, 0, 71, 1.186711423573072e-10
0, 0, 72, 1.17698489843221e-10
0, 0, 73, 1.168825730646361e-10
0, 0, 74, 1.25494031832929e-10
0, 0, 75, 1.277548900002756e-10
0, 0, 76, 1.275212713203189e-10
0, 0, 77, 1.240691577253372e-10
0, 0, 78, 1.202187932536347e-10
0, 0, 79, 1.166107488348445e-10
0, 0, 80, 1.124243614869513e-10
0, 0, 81, 1.1854356385399e-10
0, 0, 82, 1.301462271285914e-10
0, 0, 83, 1.183547287952891e-10
0, 0, 84, 1.151962969458964e-10
0, 0, 85, 1.174013941618313e-10
0, 0, 86, 1.183568520968237e-10
0, 0, 87, 1.278048222808081e-10
0, 0, 88, 1.304839292171067e-10
0, 0, 89, 1.204375210672737e-10
0, 0, 90, 1.21643195516441e-10
0, 0, 91, 1.221332618372983e-10
0, 0, 92, 1.105436783777058e-10
0, 0, 93, 1.123933029978375e-10
0, 0, 94, 1.13639250787223e-10
0, 0, 95, 1.161456139597838e-10
0, 0, 96, 1.150370423919078e-10
